SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2020,NPOPCHG_2020,BIRTHS2020,DEATHS2020,NATURALINC2020,INTERNATIONALMIG2020,DOMESTICMIG2020,NETMIG2010,NETMIG2020,RESIDUAL2020,GQESTIMATES2020,RBIRTH2020,RDEATH2020,RNATURALINC2020,RINTERNATIONALMIG2020,RDOMESTICMIG2020,RNETMIG2020
50,3,5,13,43,Georgia,Candler County,10998,10987,10985,150,128,128,0,1,151,1,152,-2,267,11.73235564,11.73235564,0,0.091659028,13.84051329,13.93217232
50,3,5,13,45,Georgia,Carroll County,110527,110565,121633,1518,1545,1186,359,64,1093,-109,1157,2,4114,12.78190512,9.811870212,2.970034912,0.529476976,9.042473981,9.571950957
50,3,5,13,47,Georgia,Catoosa County,63942,63928,67996,411,616,722,-106,2,516,44,518,-1,468,9.08681895,10.65045987,-1.563640923,0.029502659,7.611686003,7.641188662
50,3,5,13,49,Georgia,Charlton County,12171,12167,13430,153,107,106,1,45,106,565,151,1,2571,8.012880518,7.937993784,0.074886734,3.369903022,7.937993784,11.30789681
50,3,5,13,51,Georgia,Chatham County,265128,265112,289463,-722,3528,2836,692,377,-1789,313,-1412,-2,14736,12.17290494,9.785248979,2.387655957,1.300789445,-6.172711715,-4.87192227
50,3,5,13,53,Georgia,Chattahoochee County,11267,11263,10551,-440,198,32,166,25,-626,-144,-601,-5,2697,18.38269427,2.970940488,15.41175378,2.321047257,-58.1190233,-55.79797605
50,3,5,13,55,Georgia,Chattooga County,26015,26022,24843,-3,307,312,-5,6,-6,-13,0,2,1274,12.35685967,12.55811145,-0.201251786,0.241502143,-0.241502143,0
50,3,5,13,57,Georgia,Cherokee County,214346,214400,265274,5799,2695,1855,840,228,4740,415,4968,-9,1624,10.27157746,7.070046822,3.201530637,0.868986887,18.06578002,18.93476691
50,3,5,13,59,Georgia,Clarke County,116714,116670,127795,-443,1298,834,464,221,-1128,493,-907,0,10411,10.13931798,6.514785204,3.624532775,1.726339964,-8.81136416,-7.085024196
50,3,5,13,61,Georgia,Clay County,3183,3186,2866,-35,31,44,-13,2,-23,-11,-21,-1,57,10.75082365,15.25923357,-4.508409919,0.693601526,-7.976417548,-7.282816022
50,3,5,13,63,Georgia,Clayton County,259424,259639,292646,242,4046,1982,2064,302,-2132,-450,-1830,8,4775,13.83129647,6.775489274,7.055807196,1.032390394,-7.28826596,-6.255875566
50,3,5,13,65,Georgia,Clinch County,6798,6792,6582,-55,91,78,13,10,-78,-16,-68,0,126,13.76806112,11.80119525,1.966865875,1.51297375,-11.80119525,-10.2882215
50,3,5,13,67,Georgia,Cobb County,688078,688076,762944,1884,8769,5210,3559,1474,-3199,112,-1725,50,9693,11.50784381,6.837252396,4.670591416,1.934378125,-4.198151711,-2.263773586
50,3,5,13,69,Georgia,Coffee County,42356,42346,43218,-60,555,453,102,1,-164,261,-163,1,3277,12.83296337,10.47447281,2.358490566,0.023122457,-3.792082871,-3.768960414
50,3,5,13,71,Georgia,Colquitt County,45498,45496,45542,-27,586,504,82,-12,-99,30,-111,2,1231,12.86343032,11.06342813,1.800002195,-0.263414955,-2.173173382,-2.436588337
50,3,5,13,73,Georgia,Columbia County,124053,124013,160377,3248,1789,1138,651,95,2514,637,2609,-12,715,11.26907838,7.168368472,4.100709908,0.598413888,15.83592121,16.4343351
50,3,5,13,75,Georgia,Cook County,17212,17205,17291,50,211,211,0,0,50,1,50,0,143,12.22054906,12.22054906,0,0,2.895864705,2.895864705
50,3,5,13,77,Georgia,Coweta County,127317,127368,150849,2345,1630,1211,419,108,1817,324,1925,1,637,10.8901531,8.090782454,2.799370643,0.721556156,12.13951422,12.86107038
50,3,5,13,79,Georgia,Crawford County,12630,12593,12231,-114,104,159,-55,-1,-58,-29,-59,0,142,8.463541667,12.93945313,-4.475911458,-0.081380208,-4.720052083,-4.801432292
50,3,5,13,81,Georgia,Crisp County,23439,23435,22034,-348,237,317,-80,-1,-266,-54,-267,-1,467,10.67182997,14.27413545,-3.602305476,-0.045028818,-11.97766571,-12.02269452
50,3,5,13,83,Georgia,Dade County,16633,16644,16057,-46,145,198,-53,-3,9,-4,6,1,984,9.017412935,12.31343284,-3.2960199,-0.186567164,0.559701493,0.373134328
50,3,5,13,85,Georgia,Dawson County,22330,22377,27113,1022,291,252,39,0,988,-81,988,-5,110,10.93902714,9.472971957,1.466055184,0,37.14006466,37.14006466
50,3,5,13,87,Georgia,Decatur County,27842,27841,26457,-39,349,342,7,2,-48,-62,-46,0,1053,13.18150058,12.91711518,0.264385398,0.075538685,-1.812928446,-1.737389761
50,3,5,13,89,Georgia,DeKalb County,691893,692031,762009,2077,10514,5495,5019,3081,-6022,-1259,-2941,-1,11844,13.81656713,7.221042077,6.595525057,4.048777187,-7.913578779,-3.864801592
50,3,5,13,91,Georgia,Dodge County,21796,21792,20452,-220,206,295,-89,12,-143,-75,-131,0,1818,10.01848069,14.34685342,-4.328372726,0.583600817,-6.954576403,-6.370975586
50,3,5,13,93,Georgia,Dooly County,14918,14920,13174,-226,110,133,-23,1,-203,-59,-202,-1,1876,8.278768721,10.009784,-1.731015278,0.075261534,-15.27809137,-15.20282983
50,3,5,13,95,Georgia,Dougherty County,94565,94564,86477,-1377,1169,1046,123,29,-1522,-149,-1493,-7,4555,13.41126937,12.00016061,1.411108753,0.332700438,-17.46103676,-17.12833633
50,3,5,13,97,Georgia,Douglas County,132403,132281,147988,1308,1669,1167,502,83,720,19,803,3,1252,11.32800304,7.920778639,3.407224402,0.563345867,4.886855716,5.450201583
50,3,5,13,99,Georgia,Early County,11008,11008,10037,-139,124,159,-35,4,-108,-54,-104,0,137,12.26933162,15.73244941,-3.463117795,0.395784891,-10.68619205,-10.29040716
50,3,5,13,101,Georgia,Echols County,4034,4023,4002,39,36,24,12,-2,30,-12,28,-1,0,9.039548023,6.026365348,3.013182674,-0.502197112,7.532956686,7.030759573
50,3,5,13,103,Georgia,Effingham County,52250,52258,65765,1423,806,525,281,23,1124,123,1147,-5,607,12.38980224,8.070280615,4.319521625,0.353555151,17.2780865,17.63164165
50,3,5,13,105,Georgia,Elbert County,20166,20165,19335,130,214,282,-68,-1,200,-59,199,-1,275,11.1053451,14.63414634,-3.528801245,-0.051894136,10.37882719,10.32693306
50,3,5,13,107,Georgia,Emanuel County,22598,22592,22507,-93,288,303,-15,-4,-76,12,-80,2,1368,12.76963664,13.43472188,-0.665085242,-0.177356064,-3.369765225,-3.547121289
50,3,5,13,109,Georgia,Evans County,11000,11008,10638,-23,130,125,5,7,-36,-23,-29,1,404,12.20714588,11.73764027,0.469505611,0.657307855,-3.380440396,-2.723132541
50,3,5,13,111,Georgia,Fannin County,23682,23706,26521,453,199,390,-191,-5,653,-10,648,-4,160,7.568122611,14.83199909,-7.263876476,-0.190153834,24.83409078,24.64393695
50,3,5,13,113,Georgia,Fayette County,106567,106556,115821,1176,868,990,-122,119,1192,415,1311,-13,491,7.532564456,8.591288954,-1.058724497,1.032690288,10.34425902,11.37694931
50,3,5,13,115,Georgia,Floyd County,96317,96318,98604,279,1088,1252,-164,119,320,4,439,4,3725,11.04966765,12.71524255,-1.665574903,1.208557399,3.249902249,4.458459648
50,3,5,13,117,Georgia,Forsyth County,175511,175498,250847,6223,2366,1522,844,410,4994,815,5404,-25,652,9.550508506,6.143649174,3.406859332,1.654990908,20.15859657,21.81358748
50,3,5,13,119,Georgia,Franklin County,22084,22098,23504,182,280,308,-28,23,188,-1,211,-1,816,11.95916798,13.15508478,-1.195916798,0.982360227,8.029727075,9.012087302
50,3,5,13,121,Georgia,Fulton County,920581,920393,1077402,12383,12264,8114,4150,2455,5728,3241,8183,50,34052,11.4487302,7.574608352,3.874121846,2.291799791,5.347221671,7.639021462
50,3,5,13,123,Georgia,Gilmer County,28292,28299,31978,403,326,411,-85,8,482,2,490,-2,171,10.25915378,12.93408651,-2.674932733,0.251758375,15.16844209,15.42020046
50,3,5,13,125,Georgia,Glascock County,3082,3086,2984,25,26,31,-5,0,31,-5,31,-1,85,8.749789669,10.43244153,-1.682651859,0,10.43244153,10.43244153
50,3,5,13,127,Georgia,Glynn County,79626,79630,85568,242,898,1007,-109,51,298,79,349,2,1531,10.5094386,11.78508315,-1.275644552,0.596861212,3.487541985,4.084403197
50,3,5,13,129,Georgia,Gordon County,55186,55221,58780,734,684,641,43,39,652,-70,691,0,669,11.70972215,10.97358465,0.736137504,0.667659596,11.16189889,11.82955849
50,3,5,13,131,Georgia,Grady County,25011,25019,24491,-97,289,285,4,0,-103,-8,-103,2,200,11.77693107,11.61392856,0.163002506,0,-4.197314534,-4.197314534
50,3,5,13,133,Georgia,Greene County,15994,15996,18837,481,178,252,-74,29,529,16,558,-3,177,9.571693598,13.550937,-3.979243406,1.559433227,28.446213,30.00564622
50,3,5,13,135,Georgia,Gwinnett County,805321,805241,942627,5228,11123,5160,5963,2175,-2942,786,-767,32,4945,11.83281508,5.489285787,6.343529292,2.313797788,-3.12974395,-0.815946162
50,3,5,13,137,Georgia,Habersham County,43041,43028,46047,505,473,506,-33,78,461,-4,539,-1,2380,10.32875127,11.04936182,-0.720610554,1.703261309,10.06671107,11.76997238
50,3,5,13,139,Georgia,Hall County,179684,179765,206591,2281,2546,1773,773,40,1459,-98,1499,9,2962,12.39227941,8.629815941,3.762463464,0.194694099,7.101467263,7.296161363
50,3,5,13,141,Georgia,Hancock County,9429,9401,8494,19,53,136,-83,5,98,9,103,-1,1301,6.246685132,16.02922977,-9.78254464,0.589309918,11.55047439,12.13978431
50,3,5,13,143,Georgia,Haralson County,28780,28780,30383,499,360,361,-1,0,504,-1,504,-4,350,11.94683658,11.98002223,-0.033185657,0,16.72557121,16.72557121
50,3,5,13,145,Georgia,Harris County,32024,31992,36080,892,314,385,-71,-1,973,109,972,-9,446,8.811808947,10.80428804,-1.992479093,-0.028063086,27.3053825,27.27731941
50,3,5,13,147,Georgia,Hart County,25213,25205,26406,151,246,349,-103,-3,257,2,254,0,662,9.342777387,13.25459068,-3.911813296,-0.11393631,9.760543856,9.646607546
50,3,5,13,149,Georgia,Heard County,11834,11828,11973,148,117,135,-18,-1,168,16,167,-1,130,9.832759055,11.34549122,-1.512732162,-0.084040676,14.11883352,14.03479284
50,3,5,13,151,Georgia,Henry County,203922,203777,239139,4468,2657,1824,833,46,3612,867,3658,-23,982,11.21546612,7.699288744,3.516177371,0.194170659,15.24661784,15.4407885
50,3,5,13,153,Georgia,Houston County,139900,139573,160110,2683,1995,1415,580,54,2057,566,2111,-8,1546,12.56546481,8.912347223,3.653117589,0.340117845,12.95597049,13.29608833
50,3,5,13,155,Georgia,Irwin County,9538,9513,9387,-55,105,116,-11,2,-46,50,-44,0,1147,11.15300866,12.32141909,-1.168410431,0.21243826,-4.886079983,-4.673641723
50,3,5,13,157,Georgia,Jackson County,60485,60470,76199,3184,889,683,206,26,2972,125,2998,-20,716,11.91577198,9.154636964,2.761135014,0.348492769,39.83540419,40.18389695
50,3,5,13,159,Georgia,Jasper County,13900,13894,14483,276,140,134,6,1,272,2,273,-3,95,9.759498083,9.341233879,0.418264204,0.069710701,18.96131056,19.03102126
50,3,5,13,161,Georgia,Jeff Davis County,15068,15074,15213,112,194,165,29,4,79,-12,83,0,112,12.79936663,10.88605925,1.913307383,0.263904467,5.212113215,5.476017682
50,3,5,13,163,Georgia,Jefferson County,16930,16916,15267,-77,188,237,-49,2,-31,-17,-29,1,599,12.28316618,15.48462971,-3.201463526,0.130671981,-2.0254157,-1.89474372
50,3,5,13,165,Georgia,Jenkins County,8340,8333,8746,12,98,111,-13,14,10,-9,24,1,1184,11.21281465,12.70022883,-1.487414188,1.601830664,1.14416476,2.745995423
50,3,5,13,167,Georgia,Johnson County,9980,9978,9667,-57,105,144,-39,-2,-16,-14,-18,0,1692,10.82976639,14.85225104,-4.022484658,-0.206281265,-1.650250116,-1.856531381
50,3,5,13,169,Georgia,Jones County,28669,28648,28787,98,231,322,-91,0,191,-28,191,-2,306,8.038137658,11.20467674,-3.166539077,0,6.646252349,6.646252349
50,3,5,13,171,Georgia,Lamar County,18317,18307,19261,260,216,235,-19,12,267,-54,279,0,1175,11.29057551,12.28372798,-0.993152475,0.627254195,13.95640583,14.58366003
50,3,5,13,173,Georgia,Lanier County,10078,10076,10737,156,127,123,4,11,141,32,152,0,260,11.91481377,11.53954405,0.375269725,1.031991744,13.22825781,14.26024955
50,3,5,13,175,Georgia,Laurens County,48434,48436,47512,-55,620,634,-14,6,-49,-61,-43,2,1184,13.0417863,13.33627825,-0.294491949,0.126210835,-1.030721821,-0.904510986
50,3,5,13,177,Georgia,Lee County,28298,28295,30234,189,334,277,57,5,127,107,132,0,907,11.08180295,9.190597057,1.891205893,0.165895254,4.213739445,4.379634699
50,3,5,13,179,Georgia,Liberty County,63453,63584,63004,191,1429,390,1039,37,-880,-1148,-843,-5,2349,22.71553129,6.199480197,16.51605109,0.588155814,-13.9885707,-13.40041489
50,3,5,13,181,Georgia,Lincoln County,7996,7996,8031,62,78,110,-32,3,92,-28,95,-1,67,9.75,13.75,-4,0.375,11.5,11.875
50,3,5,13,183,Georgia,Long County,14464,14345,20171,524,261,116,145,2,379,176,381,-2,330,13.1096489,5.826510623,7.283138279,0.10045708,19.03661661,19.13707369
50,3,5,13,185,Georgia,Lowndes County,109233,109257,118268,668,1639,1046,593,73,-9,251,64,11,6067,13.89760374,8.869367612,5.028236132,0.618990283,-0.07631387,0.542676412
50,3,5,13,187,Georgia,Lumpkin County,29966,29947,34186,494,286,328,-42,-3,541,250,538,-2,3054,8.426883526,9.66439789,-1.237514364,-0.088393883,15.94036359,15.85196971
50,3,5,13,189,Georgia,McDuffie County,21875,21865,21162,-155,270,288,-18,-13,-124,-32,-137,0,265,12.71216366,13.55964123,-0.847477577,-0.612067139,-5.838178865,-6.450246004
50,3,5,13,191,Georgia,McIntosh County,14333,14332,14387,93,103,143,-40,2,131,-33,133,0,71,7.182455284,9.971758307,-2.789303023,0.139465151,9.1349674,9.274432551
50,3,5,13,193,Georgia,Macon County,14740,14743,12712,-222,131,180,-49,0,-174,-86,-174,1,1893,10.21601809,14.03727677,-3.821258676,0,-13.56936754,-13.56936754
50,3,5,13,195,Georgia,Madison County,28120,28174,30457,532,355,320,35,2,498,1,500,-3,248,11.75847107,10.59918519,1.15928588,0.066244907,16.49498195,16.56122686
50,3,5,13,197,Georgia,Marion County,8742,8738,8516,103,83,108,-25,3,126,12,129,-1,75,9.805658929,12.75917065,-2.953511725,0.354421407,14.8856991,15.2401205
50,3,5,13,199,Georgia,Meriwether County,21992,21976,21164,52,234,307,-73,-1,127,-141,126,-1,245,11.0701107,14.52360678,-3.453496073,-0.047308165,6.008137004,5.960828839
50,3,5,13,201,Georgia,Miller County,6125,6127,5622,-45,66,91,-25,0,-19,7,-19,-1,127,11.6927983,16.12188856,-4.429090265,0,-3.366108601,-3.366108601
50,3,5,13,205,Georgia,Mitchell County,23498,23500,21602,-244,215,259,-44,10,-208,1,-198,-2,2108,9.896888234,11.92229792,-2.025409685,0.460320383,-9.574663966,-9.114343583
50,3,5,13,207,Georgia,Monroe County,26424,26121,28042,365,245,346,-101,4,466,28,470,-4,1153,8.794127676,12.41946194,-3.625334267,0.143577595,16.72678978,16.87036738
50,3,5,13,209,Georgia,Montgomery County,9123,9177,9012,-136,98,98,0,5,-140,-38,-135,-1,806,10.79295154,10.79295154,0,0.550660793,-15.4185022,-14.86784141
50,3,5,13,211,Georgia,Morgan County,17868,17867,19636,397,210,168,42,3,353,-2,356,-1,163,10.80385852,8.643086817,2.160771704,0.154340836,18.1607717,18.31511254
50,3,5,13,213,Georgia,Murray County,39628,39628,40032,36,465,455,10,2,22,-126,24,2,273,11.62093267,11.37102014,0.249912531,0.049982506,0.549807567,0.599790074
50,3,5,13,215,Georgia,Muscogee County,189885,190570,196442,368,2794,2102,692,145,-481,135,-336,12,6861,14.23636234,10.71039142,3.525970916,0.738823386,-2.450855507,-1.712032121
50,3,5,13,217,Georgia,Newton County,99958,99964,113295,1401,1401,1049,352,45,1006,57,1051,-2,1649,12.44288131,9.316618485,3.126262828,0.399664282,8.93471706,9.334381342
50,3,5,13,219,Georgia,Oconee County,32808,32840,41124,828,345,293,52,28,755,69,783,-7,147,8.474576271,7.197248833,1.277327438,0.687791697,18.54581184,19.23360354
50,3,5,13,221,Georgia,Oglethorpe County,14899,14874,15383,161,146,189,-43,0,205,18,205,-1,218,9.540924686,12.35092305,-2.809998366,0,13.39650384,13.39650384
50,3,5,13,223,Georgia,Paulding County,142324,142385,173359,4057,1887,1235,652,42,3378,146,3420,-15,529,11.01380081,7.20829041,3.805510402,0.245140241,19.71627936,19.9614196
50,3,5,13,225,Georgia,Peach County,27695,28054,27950,253,333,302,31,1,221,1,222,0,1440,11.96830018,10.8541341,1.114166083,0.035940841,7.942925944,7.978866785
50,3,5,13,227,Georgia,Pickens County,29431,29402,33127,479,301,398,-97,-1,581,9,580,-4,398,9.152413531,12.10186241,-2.949448879,-0.030406689,17.66628658,17.63587989
50,3,5,13,229,Georgia,Pierce County,18758,18760,19522,79,250,253,-3,-4,84,34,80,2,149,12.83202874,12.98601309,-0.153984345,-0.20531246,4.311561658,4.106249198
50,3,5,13,231,Georgia,Pike County,17869,17879,19121,168,209,217,-8,1,176,30,177,-1,257,10.97862058,11.39885486,-0.420234281,0.052529285,9.245154174,9.297683459
50,3,5,13,233,Georgia,Polk County,41475,41487,42840,224,574,557,17,7,199,-7,206,1,386,13.43381389,13.03594832,0.397865568,0.163826999,4.657367534,4.821194533
50,3,5,13,235,Georgia,Pulaski County,12010,12014,11191,30,102,145,-43,0,72,-46,72,1,1237,9.126700072,12.97423049,-3.847530422,0,6.442376521,6.442376521
50,3,5,13,237,Georgia,Putnam County,21218,21218,22520,437,230,307,-77,2,515,2,517,-3,157,10.31320763,13.76589019,-3.452682555,0.089680066,23.09261709,23.18229716
50,3,5,13,239,Georgia,Quitman County,2513,2510,2271,-29,18,39,-21,0,-7,7,-7,-1,0,7.875738351,17.06409976,-9.188361409,0,-3.062787136,-3.062787136
50,3,5,13,241,Georgia,Rabun County,16276,16273,17273,157,154,254,-100,4,253,-6,257,0,448,8.956352322,14.77216552,-5.815813196,0.232632528,14.71400739,14.94663991
50,3,5,13,243,Georgia,Randolph County,7719,7721,6682,-124,58,83,-25,0,-97,-32,-97,-2,350,8.600237248,12.30723606,-3.706998814,0,-14.3831554,-14.3831554
50,3,5,13,245,Georgia,Richmond County,200549,200591,202079,-560,2817,2254,563,125,-1250,322,-1125,2,12830,13.92080412,11.13861998,2.782184138,0.617714063,-6.177140626,-5.559426564
50,3,5,13,247,Georgia,Rockdale County,85215,85173,90939,300,954,805,149,6,141,50,147,4,766,10.50788091,8.866712928,1.641167983,0.066087301,1.553051581,1.619138883
50,3,5,13,249,Georgia,Schley County,5010,5013,5196,-58,50,45,5,10,-75,-3,-65,2,0,9.56937799,8.612440191,0.956937799,1.913875598,-14.35406699,-12.44019139
50,3,5,13,251,Georgia,Screven County,14593,14592,14012,67,175,190,-15,1,79,-90,80,2,479,12.51922595,13.59230246,-1.07307651,0.071538434,5.651536288,5.723074722
50,3,5,13,253,Georgia,Seminole County,8729,8729,8060,-30,86,115,-29,0,0,-6,0,-1,52,10.6501548,14.24148607,-3.591331269,0,0,0
50,3,5,13,255,Georgia,Spalding County,64073,64107,67414,579,848,872,-24,-4,607,-48,603,0,1379,12.63324122,12.99078578,-0.357544563,-0.05959076,9.042897899,8.983307138
50,3,5,13,257,Georgia,Stephens County,26175,26162,26107,90,311,385,-74,3,162,-7,165,-1,567,11.93308265,14.77246566,-2.83938301,0.115110122,6.215946589,6.331056711
50,3,5,13,259,Georgia,Stewart County,6058,6060,6689,40,40,70,-30,141,-72,46,69,1,1699,5.997900735,10.49632629,-4.498425551,21.14260009,-10.79622132,10.34637877
50,3,5,13,261,Georgia,Sumter County,32819,32742,29282,-119,338,363,-25,18,-113,-131,-95,1,1604,11.51952013,12.37155565,-0.852035513,0.613465569,-3.851200518,-3.237734949
50,3,5,13,263,Georgia,Talbot County,6865,6892,6143,-45,56,101,-45,0,2,-15,2,-2,0,9.082799449,16.38147758,-7.298678128,0,0.324385695,0.324385695
50,3,5,13,265,Georgia,Taliaferro County,1717,1717,1562,13,13,30,-17,1,29,-15,30,0,7,8.357441337,19.28640309,-10.92896175,0.642880103,18.64352298,19.28640309
50,3,5,13,267,Georgia,Tattnall County,25520,25504,25365,48,247,280,-33,40,39,-49,79,2,4446,9.747050235,11.04928772,-1.302237481,1.578469674,1.539007932,3.117477606
50,3,5,13,269,Georgia,Taylor County,8906,8982,8074,23,84,88,-4,0,29,-115,29,-2,214,10.41860465,10.91472868,-0.496124031,0,3.596899225,3.596899225
50,3,5,13,271,Georgia,Telfair County,16500,16492,15781,-32,124,178,-54,39,-19,9,20,2,3133,7.849591695,11.26796227,-3.418370577,2.468823194,-1.202760018,1.266063177
50,3,5,13,273,Georgia,Terrell County,9315,9507,8523,-50,107,109,-2,0,-48,-3,-48,0,267,12.51754796,12.75152082,-0.233972859,0,-5.61534862,-5.61534862
50,3,5,13,275,Georgia,Thomas County,44720,44719,44372,-55,521,577,-56,6,-7,17,-1,2,651,11.73436638,12.99564184,-1.261275465,0.135136657,-0.157659433,-0.022522776
50,3,5,13,277,Georgia,Tift County,40118,40132,40719,66,537,466,71,5,-12,45,-7,2,1588,13.19864327,11.45357125,1.745072015,0.122892395,-0.294941749,-0.172049354
50,3,5,13,279,Georgia,Toombs County,27223,27174,26973,129,364,350,14,-9,124,23,115,0,390,13.52732408,13.00704238,0.520281695,-0.334466804,4.608209302,4.273742498
50,3,5,13,281,Georgia,Towns County,10471,10474,12247,238,100,193,-93,6,325,58,331,0,1167,8.245382586,15.91358839,-7.668205805,0.494722955,26.7974934,27.29221636
50,3,5,13,283,Georgia,Treutlen County,6885,6883,6822,-38,69,82,-13,0,-25,-8,-25,0,494,10.0862447,11.98655167,-1.900306973,0,-3.654436486,-3.654436486
50,3,5,13,285,Georgia,Troup County,67044,67042,70214,155,910,810,100,85,-33,43,52,3,2162,12.97469934,11.5489082,1.425791136,1.211922466,-0.470511075,0.741411391
50,3,5,13,287,Georgia,Turner County,8930,8931,7882,-47,124,127,-3,-1,-44,-12,-45,1,393,15.6852824,16.06476504,-0.379482639,-0.126494213,-5.565745367,-5.69223958
50,3,5,13,289,Georgia,Twiggs County,9023,9035,8103,-61,69,148,-79,13,5,-53,18,0,106,8.483432717,18.19634844,-9.712915719,1.598327903,0.614741501,2.213069404
50,3,5,13,291,Georgia,Union County,21356,21370,25358,752,169,316,-147,-1,905,24,904,-5,296,6.764870707,12.64910736,-5.88423665,-0.040028821,36.22608278,36.18605396
50,3,5,13,293,Georgia,Upson County,27153,27147,26527,125,298,425,-127,4,249,-60,253,-1,414,11.26036766,16.05924918,-4.798881521,0.151145875,9.408830698,9.559976572
50,3,5,13,295,Georgia,Walker County,68756,68739,70116,347,731,887,-156,24,478,81,502,1,1353,10.45144226,12.6818458,-2.230403546,0.343139007,6.834185224,7.177324231
50,3,5,13,297,Georgia,Walton County,83768,83808,96875,2057,1157,985,172,14,1878,78,1892,-7,792,12.07138498,10.27684892,1.794536055,0.146066888,19.59382972,19.73989661
50,3,5,13,299,Georgia,Ware County,36312,36298,35826,10,503,488,15,4,-11,20,-7,2,2471,14.04204238,13.6232936,0.418748779,0.111666341,-0.307082438,-0.195416097
50,3,5,13,301,Georgia,Warren County,5834,5834,5232,12,59,72,-13,0,24,-33,24,1,89,11.28970532,13.77726751,-2.487562189,0,4.592422503,4.592422503
50,3,5,13,303,Georgia,Washington County,21187,21181,20150,-202,222,257,-35,1,-168,-55,-167,0,1879,10.96242161,12.69073132,-1.728309713,0.049380278,-8.295886623,-8.246506345
50,3,5,13,305,Georgia,Wayne County,30099,30102,30023,6,348,362,-14,7,11,-10,18,2,2062,11.59227182,12.05862758,-0.466355763,0.233177881,0.366422385,0.599600267
50,3,5,13,307,Georgia,Webster County,2799,2799,2595,22,20,24,-4,-2,28,-14,26,0,0,7.739938081,9.287925697,-1.547987616,-0.773993808,10.83591331,10.06191951
50,3,5,13,309,Georgia,Wheeler County,7421,7431,7751,-119,63,67,-4,0,-114,285,-114,-1,2510,8.066064913,8.578196018,-0.512131106,0,-14.59573651,-14.59573651
50,3,5,13,311,Georgia,White County,27144,27139,31094,493,280,375,-95,5,588,63,593,-5,823,9.076910609,12.15657671,-3.079666099,0.162087689,19.06151228,19.22359997
50,3,5,13,313,Georgia,Whitfield County,102599,102602,103837,-428,1250,941,309,-4,-736,-89,-740,3,1126,12.01333961,9.04364206,2.969697552,-0.038442687,-7.073454364,-7.11189705
50,3,5,13,315,Georgia,Wilcox County,9255,9251,8502,-105,76,110,-34,1,-72,91,-71,0,1849,8.884212987,12.85872932,-3.974516336,0.116897539,-8.41662283,-8.299725291
50,3,5,13,317,Georgia,Wilkes County,10593,10593,9694,-75,95,163,-68,3,-11,-240,-8,1,182,9.762112727,16.74973026,-6.987617531,0.308277244,-1.130349895,-0.822072651
50,3,5,13,319,Georgia,Wilkinson County,9563,9569,8812,-124,96,138,-42,0,-82,-33,-82,0,179,10.81812035,15.55104801,-4.732927654,0,-9.2404778,-9.2404778
50,3,5,13,321,Georgia,Worth County,21679,21667,19972,-213,196,275,-79,4,-138,32,-134,0,177,9.761685385,13.69624225,-3.934556864,0.199218069,-6.873023383,-6.673805314
40,4,9,15,0,Hawaii,Hawaii,1360301,1360304,1407006,-8609,16420,13768,2652,2187,-13375,1676,-11188,-73,42318,11.63457652,9.755471953,1.879104563,1.549623559,-9.477007363,-7.927383804
50,4,9,15,1,Hawaii,Hawaii County,185079,185076,203340,1175,2078,2227,-149,382,943,72,1325,-1,3929,10.24894884,10.98383497,-0.73488613,1.88407048,4.65099074,6.53506122
50,4,9,15,3,Hawaii,Honolulu County,953207,953203,963826,-9665,11793,9226,2567,1376,-13530,1543,-12154,-78,34383,12.17456926,9.524512509,2.650056754,1.420521267,-13.96777089,-12.54724962
50,4,9,15,5,Hawaii,Kalawao County,90,90,87,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
50,4,9,15,7,Hawaii,Kauai County,67091,67095,71851,-339,755,760,-5,91,-426,93,-335,1,1158,10.48312633,10.55255101,-0.069424678,1.263529134,-5.91498254,-4.651453406
50,4,9,15,9,Hawaii,Maui County,154834,154840,167902,220,1794,1555,239,338,-362,-32,-24,5,2845,10.69180891,9.267426337,1.424382569,2.014398779,-2.157433012,-0.143034233
40,4,8,16,0,Idaho,Idaho,1567582,1567658,1826913,37853,21656,14637,7019,678,30283,-194,30961,-127,30633,11.97796554,8.09574629,3.882219253,0.3750028,16.74957197,17.12457477
50,4,8,16,1,Idaho,Ada County,392365,392364,494399,12519,4912,3426,1486,145,10923,224,11068,-35,11296,10.06269724,7.018485494,3.044211747,0.297046234,22.37680008,22.67384631
50,4,8,16,3,Idaho,Adams County,3976,3978,4447,182,32,28,4,1,178,-22,179,-1,21,7.346189164,6.427915519,0.918273646,0.229568411,40.86317723,41.09274564
50,4,8,16,5,Idaho,Bannock County,82839,82842,88795,973,1092,734,358,79,533,-48,612,3,2010,12.36574056,8.311770668,4.05396989,0.894591121,6.035659082,6.930250202
50,4,8,16,7,Idaho,Bear Lake County,5986,5989,6143,12,73,62,11,4,-3,-23,1,0,31,11.89506273,10.10265602,1.792406713,0.651784259,-0.488838195,0.162946065
50,4,8,16,9,Idaho,Benewah County,9285,9283,9430,127,94,126,-32,3,158,-12,161,-2,71,10.03576576,13.45219666,-3.416430897,0.320290397,16.86862756,17.18891795
