state,county,date,cases,deaths,CENSUS2010POP,Population,NPOPCHG_2020,BIRTHS2020,DEATHS2020,NATURALINC2020,INTERNATIONALMIG2020,DOMESTICMIG2020,NETMIG2020,RESIDUAL2020,GQESTIMATES2020,RBIRTH2020,RDEATH2020,RNATURALINC2020,RINTERNATIONALMIG2020,RDOMESTICMIG2020,RNETMIG2020,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013,Civilian_labor_force_2020,Employed_2020,Unemployed_2020,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019,Donald.Trump,Right_Joe.Biden,Sum_total_votes,Trump.ratio,Biden.ratio
Indiana,Jennings,8/31/2021,2971,54,28525,27515,-147,313,342,-29,7,-127,-120,2,298,11.34530692,12.39646954,-1.051162622,0.253728909,-4.603367345,-4.349638436,6,5,0,"13,582","12,549","1,033",7.6,"55,022",95.5,9490,2523,12251,0.774630642,0.205942372
Indiana,Johnson,8/31/2021,21625,422,139654,160607,2275,1857,1409,448,180,1648,1828,-1,2418,11.64485999,8.835545355,2.809314634,1.128742487,10.33426455,11.46300703,1,1,1,"82,335","77,712","4,623",5.6,"74,427",129.2,51219,24736,77618,0.659885594,0.318688964
Indiana,Knox,8/31/2021,4968,95,38440,36522,-81,398,422,-24,12,-70,-58,1,1882,10.88547009,11.54188034,-0.656410256,0.328205128,-1.914529915,-1.586324786,5,8,0,"18,228","17,148","1,080",5.9,"48,760",84.6,11655,4067,16011,0.727937043,0.254012866
Indiana,Kosciusko,8/31/2021,10470,133,77358,78988,-450,991,786,205,83,-736,-653,-2,1574,12.51057276,9.922613712,2.587959047,1.047807809,-9.291404189,-8.243596379,4,5,0,"41,420","38,879","2,541",6.1,"64,677",112.3,26499,8364,35787,0.740464414,0.233716154
Indiana,LaGrange,8/31/2021,2916,75,37128,40119,348,781,283,498,-1,-152,-153,3,325,19.55188384,7.08474152,12.46714232,-0.025034422,-3.805232194,-3.830266617,6,6,0,"19,178","17,945","1,233",6.4,"70,746",122.8,8110,2355,10633,0.762719834,0.221480297
Indiana,Lake,8/31/2021,60090,1100,496005,487536,1292,5722,5384,338,87,850,937,17,6490,11.75214114,11.05793917,0.694201976,0.178685124,1.7457742,1.924459324,1,1,1,"225,185","201,989","23,196",10.3,"57,280",99.4,91760,124870,219956,0.417174344,0.56770445
Indiana,LaPorte,8/31/2021,13343,231,111467,109663,-381,1249,1310,-61,37,-362,-325,5,6387,11.36968781,11.92497281,-0.555284993,0.336812209,-3.295297828,-2.958485619,3,2,1,"47,444","42,924","4,520",9.5,"56,427",97.9,25997,22427,49392,0.526340298,0.454061386
Indiana,Lawrence,8/31/2021,6264,140,46134,45496,77,514,603,-89,-1,168,167,-1,653,11.30726503,13.26513777,-1.957872738,-0.02199857,3.695759776,3.673761206,6,5,0,"20,687","19,252","1,435",6.9,"56,261",97.6,15601,4961,21025,0.742021403,0.235957194
Indiana,Madison,8/31/2021,15715,382,131636,129681,265,1377,1554,-177,40,396,436,6,6213,10.6292238,11.99550747,-1.36628367,0.308764671,3.056770244,3.365534916,1,1,1,"58,758","54,137","4,621",7.9,"54,145",94,31215,19524,51793,0.602687622,0.376962138
Indiana,Marion,8/31/2021,117885,1950,903393,966183,2354,13959,8808,5151,3045,-5880,-2835,38,18370,14.46519504,9.127404389,5.337790646,3.155420795,-6.093226363,-2.937805568,1,1,1,"495,063","456,145","38,918",7.9,"50,707",88,134175,247772,389619,0.344374889,0.635934079
Indiana,Marshall,8/31/2021,6797,122,47051,46108,-89,525,507,18,22,-130,-108,1,671,11.37533178,10.98532041,0.390011375,0.47668057,-2.816748822,-2.340068252,6,5,0,"22,646","21,190","1,456",6.4,"53,695",93.2,13844,5712,19927,0.694735786,0.286646259
Indiana,Martin,8/31/2021,1102,15,10334,10079,-100,103,115,-12,-1,-85,-86,-2,133,10.16882219,11.35353934,-1.184717149,-0.098726429,-8.391746471,-8.4904729,7,9,0,"5,410","5,181",229,4.2,"56,735",98.5,4029,1011,5144,0.783242613,0.196539658
Indiana,Miami,8/31/2021,4779,78,36903,35328,-160,352,389,-37,16,-140,-124,1,3343,9.941256213,10.9862178,-1.044961591,0.451875282,-3.953908721,-3.502033439,6,5,0,"15,009","13,772","1,237",8.2,"53,658",93.1,10925,3235,14473,0.754853866,0.223519657
Indiana,Monroe,8/31/2021,13592,190,137974,148219,41,1234,1029,205,656,-829,-173,9,15006,8.326669973,6.943390115,1.383279858,4.426495545,-5.593848791,-1.167353246,3,2,1,"68,155","64,390","3,765",5.5,"53,113",92.2,22071,39861,63151,0.349495653,0.631201406
Indiana,Montgomery,8/31/2021,5234,97,38124,38365,90,431,420,11,21,57,78,1,1175,11.2473904,10.96033403,0.287056367,0.548016702,1.487473904,2.035490605,6,3,0,"18,538","17,580",958,5.2,"54,366",94.4,12659,4213,17198,0.736073962,0.244970345
Indiana,Morgan,8/31/2021,7977,156,68894,70707,304,747,728,19,39,244,283,2,590,10.58748494,10.31819148,0.269293459,0.552760258,3.458294947,4.011055205,1,1,1,"35,605","33,693","1,912",5.4,"63,414",110.1,27512,7781,36159,0.760861749,0.215188473
Indiana,Newton,8/31/2021,1292,42,14244,13907,-65,152,158,-6,24,-84,-60,1,169,10.90426486,11.33469637,-0.430431508,1.72172603,-6.026041106,-4.304315076,1,1,1,"6,591","6,139",452,6.9,"61,457",106.7,4942,1509,6591,0.749810347,0.228948566
Indiana,Noble,8/31/2021,6721,100,47536,47832,-75,628,495,133,34,-242,-208,0,823,13.11900062,10.34061354,2.778387073,0.710264365,-5.055411066,-4.345146701,6,5,0,"22,709","20,804","1,905",8.4,"60,980",105.8,14195,4660,19190,0.739708181,0.24283481
Indiana,Ohio,8/31/2021,697,11,6128,5892,-16,56,82,-26,3,8,11,-1,52,9.491525424,13.89830509,-4.406779661,0.508474576,1.355932203,1.86440678,1,1,1,"3,157","2,924",233,7.4,"58,294",101.2,2392,750,3164,0.756005057,0.237041719
Indiana,Orange,8/31/2021,2501,60,19840,19651,-6,264,251,13,6,-25,-19,0,258,13.43238018,12.77093721,0.661442963,0.305281368,-1.272005699,-0.966724331,6,4,0,"8,499","7,558",941,11.1,"47,931",83.2,6432,2224,8832,0.72826087,0.251811594
Indiana,Owen,8/31/2021,2568,63,21575,20833,-48,237,281,-44,2,-7,-5,1,197,11.36309153,13.47269502,-2.10960349,0.095891068,-0.335618737,-0.239727669,3,2,1,"9,015","8,447",568,6.3,"53,387",92.7,7286,2420,9904,0.735662359,0.244345719
Indiana,Parke,8/31/2021,1909,18,17339,16871,-22,187,193,-6,0,-17,-17,1,1603,11.07688663,11.43229475,-0.355408127,0,-1.006989693,-1.006989693,6,4,0,"6,844","6,468",376,5.5,"51,554",89.5,5398,1503,7011,0.769932962,0.214377407
Indiana,Perry,8/31/2021,2278,45,19338,19154,-30,206,204,2,7,-40,-33,1,1583,10.74651782,10.64218269,0.104335124,0.365172936,-2.086702488,-1.721529553,6,6,0,"9,089","8,495",594,6.5,"53,908",93.6,5345,3203,8722,0.612818161,0.367232286
Indiana,Pike,8/31/2021,1732,35,12845,12378,-5,152,160,-8,3,-2,1,2,213,12.27737167,12.92354913,-0.646177456,0.242316546,-0.161544364,0.080772182,8,5,0,"6,144","5,782",362,5.9,"52,378",90.9,4692,1415,6220,0.754340836,0.227491961
Indiana,Porter,8/31/2021,20585,345,164343,170980,381,1656,1798,-142,31,488,519,4,3421,9.696146426,10.52757927,-0.831432846,0.181509987,2.857318512,3.038828499,1,1,1,"83,987","77,220","6,767",8.1,"74,064",128.5,45008,39746,86509,0.520269567,0.459443526
Indiana,Posey,8/31/2021,3275,38,25910,25275,-133,276,290,-14,-1,-119,-120,1,242,10.89122586,11.44367934,-0.552453485,-0.039460963,-4.695854626,-4.735315589,2,2,1,"12,834","12,202",632,4.9,"68,435",118.8,9206,3811,13236,0.69552735,0.287926866
Indiana,Pulaski,8/31/2021,1392,50,13402,12388,9,119,145,-26,10,24,34,1,193,9.60956111,11.70912908,-2.099567974,0.807526144,1.938062745,2.745588888,6,4,0,"6,395","6,007",388,6.1,"52,432",91,4246,1463,5806,0.731312435,0.25198071
Indiana,Putnam,8/31/2021,4771,68,37963,37469,-97,376,378,-2,25,-121,-96,1,4827,10.02198974,10.07529819,-0.053308456,0.666355701,-3.225161591,-2.558805891,1,1,1,"16,336","15,318","1,018",6.2,"64,098",111.2,12278,3946,16597,0.739772248,0.237753811
Indiana,Randolph,8/31/2021,2789,85,26171,24191,-342,265,294,-29,15,-324,-309,-4,329,10.87759626,12.06797472,-1.190378458,0.615712996,-13.29940071,-12.68368771,6,6,0,"11,191","10,456",735,6.6,"50,496",87.6,8312,2513,11070,0.750858175,0.227009937
Indiana,Ripley,8/31/2021,3990,72,28818,28448,-17,394,327,67,0,-83,-83,-1,449,13.84569431,11.49122345,2.354470859,0,-2.916732557,-2.916732557,6,4,0,"13,875","12,991",884,6.4,"61,219",106.3,11261,2774,14271,0.789082755,0.194380212
Indiana,Rush,8/31/2021,2034,27,17392,16649,44,186,197,-11,6,48,54,1,178,11.18662417,11.84819871,-0.661574547,0.360858844,2.886870752,3.247729596,6,4,0,"8,738","8,191",547,6.3,"54,371",94.4,6035,1754,7932,0.760842158,0.221129602
Indiana,Scott,8/31/2021,3494,62,24181,23788,-67,264,331,-67,11,-11,0,0,312,11.08242554,13.89501081,-2.81258527,0.461767731,-0.461767731,0,1,1,1,"10,484","9,606",878,8.4,"50,571",87.8,7328,2698,10161,0.721188859,0.265525047
Indiana,Shelby,8/31/2021,6827,110,44436,44871,100,488,477,11,37,51,88,1,683,10.88775351,10.64233284,0.245420673,0.825505901,1.137859486,1.963365387,1,1,1,"23,086","21,443","1,643",7.1,"59,798",103.8,14568,5023,19991,0.728727928,0.251263068
Indiana,Spencer,8/31/2021,2859,32,20952,20225,-48,182,250,-68,-1,21,20,0,368,8.988098178,12.34628871,-3.358190528,-0.049385155,1.037088251,0.987703096,8,7,0,"10,333","9,754",579,5.6,"59,183",102.7,7357,3213,10769,0.683164639,0.298356393
Indiana,St. Joseph,8/31/2021,39447,595,266931,271484,-211,3508,2640,868,434,-1517,-1083,4,11614,12.91655237,9.720552525,3.195999845,1.597999923,-5.585635674,-3.987635752,2,2,1,"133,385","122,197","11,188",8.4,"53,881",93.5,53164,59896,115238,0.461340877,0.519759107
Indiana,Starke,8/31/2021,2500,62,23363,23049,38,270,315,-45,1,81,82,1,16,11.72383847,13.67781155,-1.953973079,0.043421624,3.517151542,3.560573165,6,4,0,"9,730","8,947",783,8,"54,001",93.7,7466,2650,10290,0.725558795,0.257531584
Indiana,Steuben,8/31/2021,4550,66,34185,34831,72,381,379,2,23,47,70,0,1311,10.94984912,10.89236959,0.057479523,0.661014514,1.350768789,2.011783302,7,8,0,"19,915","18,673","1,242",6.2,"59,444",103.2,11327,4513,16162,0.70084148,0.279235243
Indiana,Sullivan,8/31/2021,2641,47,21475,20578,-23,211,226,-15,-2,-7,-9,1,2260,10.24794191,10.97646859,-0.728526676,-0.09713689,-0.339979116,-0.437116006,3,2,1,"7,903","7,352",551,7,"53,375",92.6,6691,2153,8994,0.743940405,0.23938181
Indiana,Switzerland,8/31/2021,1056,9,10613,10724,-91,113,124,-11,9,-90,-81,1,107,10.49259483,11.51399786,-1.021403036,0.835693393,-8.356933934,-7.52124054,8,4,0,"4,782","4,394",388,8.1,"52,482",91.1,3133,964,4154,0.754212807,0.232065479
